SchoolDBN,Total # Consented Students YTD,Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12,American Indian or Alaska Native,Asian or Pacific Islander,"Hispanic, of any race",Black or African American,Two or More Races,White,Missing Race/Ethnicity,IEP,LEP,Shelter,STH; Not Shelter,Total # Consents Withdrawn,Grade 01 1,Grade 02 1,Grade 03 1,Grade 04 1,Grade 05 1,Grade 06 1,Grade 07 1,Grade 08 1,Grade 09 1,Grade 10 1,Grade 11 1,Grade 12 1,American Indian or Alaska Native 1,Asian or Pacific Islander 1,"Hispanic, of any race 1",Black or African American 1,Two or More Races 1,White 1,Missing Race/Ethnicity 1,IEP 1,LEP 1,Shelter 1,STH; Not Shelter 1
12X446,79,,,,,,,,,20,26,25,8,S,S,52,S,,S,,32,14,S,T,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
12X458,113,18,20,26,24,25,,,,,,,,,,98,S,,S,S,25,25,S,9,S,S,S,S,S,S,,,,,,,,,,S,S,,S,S,S,S,S,S
12X463,189,26,38,38,42,45,,,,,,,,S,S,116,65,S,S,,50,31,19,28,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
12X478,235,,,,,,,,,55,62,75,43,S,S,177,49,S,S,,54,18,T,19,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
12X479,139,,,,,,,,,45,28,38,28,S,S,87,43,,S,S,39,33,15,10,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
12X480,45,,,,,,,,,,19,12,14,S,S,17,22,S,S,,15,S,S,S,S,,,,,,,,,,S,S,S,S,S,S,S,S,S,,S,S,S,S
12X511,88,,,,,,,,,39,16,17,16,S,S,53,32,S,S,,20,15,8,12,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
12X521,142,,,,,,,,,45,39,40,18,,S,103,33,,S,S,38,23,8,11,S,,,,,,,,,S,S,S,S,,,S,S,,S,S,S,S,S,S
12X531,160,39,29,33,28,31,,,,,,,,S,11,110,31,S,S,,57,39,7,24,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
12X536,204,26,42,42,T,T,,,,,,,,T,24,129,40,S,S,,38,52,T,20,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
12X550,303,,,,,,,,,96,T,T,T,S,T,262,T,S,S,S,T,275,T,T,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
12X595,103,19,25,17,22,20,,,,,,,,S,,80,S,S,S,,29,34,9,15,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
12X682,153,,,,,,,,,45,51,34,23,S,S,111,33,S,S,S,56,26,7,17,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
12X684,72,,,,,,,,,35,16,11,10,S,S,35,34,,S,S,23,6,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
12X691,212,T,T,T,T,30,,,,,,,,,32,146,30,S,S,,57,49,S,33,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
13K003,106,18,14,28,17,29,,,,,,,,S,15,13,71,S,S,,14,11,S,12,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
13K008,341,79,56,66,78,62,,,,,,,,S,27,28,S,42,233,S,28,6,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,,S
13K009,327,64,58,75,62,68,,,,,,,,S,26,61,119,T,109,S,40,S,S,22,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
13K011,459,93,93,92,91,90,,,,,,,,S,S,59,252,51,71,S,50,S,S,15,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
13K020,305,81,53,66,57,48,,,,,,,,S,13,60,81,29,119,S,56,16,S,13,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
13K044,70,T,T,T,T,T,,,,,,,,,S,7,59,S,S,,T,6,T,T,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
13K046,98,24,19,15,19,21,,,,,,,,S,S,46,45,S,S,,29,19,T,9,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
13K054,40,7,7,9,9,8,,,,,,,,,S,11,25,S,S,,7,S,S,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
13K056,115,22,21,30,26,16,,,,,,,,S,S,19,45,S,43,,25,T,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
13K067,99,23,24,20,15,17,,,,,,,,S,S,34,55,S,S,,31,15,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
13K093,79,T,T,14,16,19,,,,,,,,S,19,S,53,S,S,,23,6,6,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
13K113,67,,,,,,41,S,S,,,,,S,S,S,42,S,S,,24,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
13K133,337,83,82,58,65,49,,,,,,,,S,S,135,65,26,100,,64,23,S,9,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
13K256,115,24,28,T,19,T,,,,,,,,S,S,49,58,S,S,,19,26,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
13K265,96,,,,,,6,13,20,13,15,21,8,S,S,24,64,,S,S,31,S,S,S,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
13K266,47,,,,,,9,15,23,,,,,,,S,26,,S,,21,S,S,S,S,,,,,,S,S,S,,,,,,,S,S,,S,,S,S,S,S
13K270,50,T,T,T,T,T,,,,,,,,,S,S,30,,,,T,T,S,10,S,S,S,S,S,S,,,,,,,,,,S,S,,,,S,S,S,S
13K282,186,50,35,48,27,26,,,,,,,,S,17,33,52,S,74,S,49,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
13K287,55,12,9,S,T,16,,,,,,,,S,S,8,43,S,S,,9,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
13K301,39,,,,,,16,13,10,,,,,S,S,S,28,S,S,,8,T,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
13K307,167,25,33,40,43,26,,,,,,,,S,S,46,81,6,27,,61,6,T,18,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
13K313,86,,,,,,38,23,25,,,,,S,S,17,55,S,10,S,23,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
13K350,32,,,,,,,,,22,S,7,S,,S,11,21,S,,,7,S,S,S,S,,,,,,,,,S,S,S,S,,,S,S,S,,,S,S,S,S
13K351,111,,,,,,40,35,36,,,,,S,8,20,73,S,T,,40,8,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
13K412,124,,,,,,,,,30,33,34,27,S,S,40,75,S,S,S,42,10,S,10,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
13K419,111,,,,,,,,,37,38,24,12,S,9,19,77,S,S,S,16,S,S,9,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
13K430,1130,,,,,,,,S,400,266,248,216,S,556,70,44,37,391,S,36,S,S,12,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
13K439,212,,,,,,,,,55,64,41,52,,45,119,37,,11,,S,194,T,34,S,,,,,,,,,S,S,S,S,,,S,S,,S,,S,S,S,S
13K483,235,,,,,,,,,60,55,63,57,S,T,82,132,S,T,S,41,8,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
13K492,442,53,56,56,54,T,51,T,49,,,,,T,25,49,144,29,187,S,88,12,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
13K527,306,,,,,,30,43,37,47,49,52,48,S,26,58,176,S,35,S,57,29,12,17,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
13K553,47,,,,,,,,,,19,17,11,S,,S,36,,,,20,S,S,S,S,,,,,,,,,,S,S,S,S,S,S,S,,,,S,S,S,S
13K594,55,,,,,,,,,25,13,8,9,S,S,16,36,S,S,,16,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
13K595,52,,,,,,,,,11,14,12,15,S,S,6,39,S,S,S,8,,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,,S,S
13K605,357,,,,,,,,,113,86,77,81,S,10,101,229,S,T,S,87,9,S,13,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
13K616,29,,,,,,,,,S,S,14,8,S,S,S,23,,S,S,12,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
13K670,55,,,,,,,,,24,15,S,S,S,S,13,36,S,S,S,8,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
13K674,251,,,,,,,,,81,79,60,31,S,25,65,143,S,11,S,49,12,S,6,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
13K691,38,,,,,,20,S,S,,,,,S,S,S,13,S,11,S,13,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
13K915,115,,,,,,48,33,34,,,,,S,T,18,25,12,50,S,12,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
14K016,89,23,16,14,14,22,,,,,,,,S,S,54,30,S,S,,34,S,S,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
14K017,115,29,20,24,23,19,,,,,,,,,,97,S,S,9,,40,19,S,9,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
14K018,129,T,T,T,T,25,,,,,,,,S,,90,31,S,8,,T,T,S,23,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
14K023,116,14,23,22,T,T,,,,,,,,S,,58,55,,S,S,50,18,14,15,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,S,S,S,S,S
14K031,315,60,64,58,62,71,,,,,,,,S,30,135,19,S,119,,57,16,,33,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
14K034,173,39,36,37,24,37,,,,,,,,S,T,22,7,10,123,,31,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
14K050,150,,,,,,67,46,37,,,,,S,S,101,32,S,12,S,45,23,S,15,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
14K059,141,31,26,34,22,28,,,,,,,,S,S,73,61,S,S,,44,18,8,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
14K071,120,,,,,,25,18,21,16,23,S,S,S,S,87,25,S,6,S,49,39,T,8,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
14K084,250,40,42,32,38,37,16,24,21,,,,,S,7,140,8,17,78,S,65,32,S,13,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
14K110,217,60,51,36,34,36,,,,,,,,S,14,38,9,15,141,S,18,8,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
14K120,186,33,34,37,42,40,,,,,,,,S,S,138,34,S,11,,44,37,T,36,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
14K126,167,,,,,,45,60,62,,,,,,S,100,45,S,T,,58,T,T,T,S,,,,,,S,S,S,,,,,,,S,S,S,S,,S,S,S,S
14K132,283,60,54,70,50,49,,,,,,,,S,24,68,23,S,160,,35,18,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
14K147,48,S,15,S,11,9,,,,,,,,,8,29,S,S,S,,13,6,S,6,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
14K157,102,6,16,12,8,12,14,11,23,,,,,,S,80,S,S,S,,39,24,S,S,S,S,S,S,S,S,S,S,S,,,,,,,S,S,S,S,,S,S,S,S
14K196,144,32,27,26,27,32,,,,,,,,S,S,110,24,S,S,S,39,23,T,18,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
14K250,169,23,33,36,38,39,,,,,,,,S,31,110,22,S,S,,33,22,S,23,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
14K257,298,60,58,67,54,59,,,,,,,,S,S,223,63,S,T,S,99,54,T,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
14K297,142,T,T,T,T,T,,,,,,,,S,,80,54,S,S,S,36,26,T,28,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
14K318,676,,,,,,237,215,224,,,,,S,53,308,84,24,198,T,127,39,6,26,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
14K319,32,T,,,,,,,,,,,,,S,28,S,,S,,7,10,,S,S,S,,,,,,,,,,,,,,S,S,,S,,S,S,,S
14K380,230,40,43,46,42,59,,,,,,,,S,S,172,45,,9,,63,32,S,16,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
14K414,264,58,57,54,55,40,,,,,,,,,13,118,S,S,119,S,52,27,S,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,S,S,S,S,S
14K449,135,,,,,,,,,60,27,25,23,S,59,12,12,S,37,8,S,S,,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,,S
14K454,41,,,,,,,,,15,15,S,S,S,S,28,9,S,S,S,11,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
14K474,121,,,,,,,,,28,23,24,46,S,S,78,32,S,6,S,30,18,S,10,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
14K477,205,,,,,,,,,89,62,25,29,,T,161,28,S,9,S,31,90,T,19,S,,,,,,,,,S,S,S,S,,,S,S,S,S,S,S,S,S,S
14K478,53,,,,,,,,,24,12,7,10,S,S,33,7,,6,S,10,13,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
14K488,282,,,,,,,,,97,89,60,36,S,S,151,117,S,S,S,44,14,S,11,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
14K558,191,,,,,,,,,108,50,13,20,S,S,115,48,S,15,S,45,8,S,8,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
14K561,422,,,,,,,,,123,128,97,74,S,21,274,82,S,32,T,84,21,T,15,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
14K577,249,,,,,,75,94,80,,,,,S,T,145,11,S,74,,43,11,S,9,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
14K582,98,,,,,,36,37,25,,,,,S,S,76,17,S,S,,23,8,S,11,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
14K586,102,,,,,,7,10,15,24,15,19,12,S,S,63,32,S,S,,29,10,S,8,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
14K610,250,,,,,,,,,83,74,42,51,S,T,145,84,,S,S,86,23,S,16,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
14K614,144,,,,,,17,13,11,30,22,34,17,S,10,62,60,S,T,S,26,7,S,6,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
14K685,33,,,,,,,,,6,9,10,8,,S,25,S,S,S,S,11,7,S,S,S,,,,,,,,,S,S,S,S,,,S,S,S,S,S,S,S,S,S
15K001,378,49,53,76,101,99,,,,,,,,S,42,316,S,S,13,,74,158,6,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
15K010,570,106,111,117,122,114,,,,,,,,S,74,120,44,34,298,S,131,22,S,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
15K015,196,49,45,39,27,36,,,,,,,,S,T,T,53,7,44,,91,11,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
15K024,193,16,42,36,29,70,,,,,,,,S,6,172,S,,12,,58,85,S,17,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
15K029,510,99,110,90,116,95,,,,,,,,S,32,54,S,46,370,,80,13,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
15K032,206,44,42,38,42,40,,,,,,,,S,24,35,18,S,114,,69,9,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
15K038,274,41,57,65,54,57,,,,,,,,S,49,62,58,S,73,S,37,T,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
15K039,260,T,57,T,T,T,,,,,,,,S,21,26,T,T,190,,31,T,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
15K051,207,,,,,,78,62,67,,,,,S,35,45,10,14,101,S,26,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
15K058,471,90,83,117,86,95,,,,,,,,S,23,46,9,58,335,,65,17,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
15K088,634,,,,,,226,241,167,,,,,S,100,258,69,20,179,T,144,51,T,27,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
15K094,758,151,132,158,171,146,,,,,,,,S,536,205,S,S,T,S,82,372,S,65,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
15K107,331,72,69,58,67,65,,,,,,,,,33,39,12,24,223,S,59,S,S,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,S,S,S,S,S
15K118,180,T,T,T,T,T,,,,,,,,S,T,T,T,T,105,,T,S,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
15K124,178,T,35,T,T,T,,,,,,,,,21,T,29,T,26,,50,28,40,7,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
15K130,551,129,122,101,89,110,,,,,,,,S,81,105,32,21,308,S,112,23,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
15K131,298,46,50,70,70,62,,,,,,,,S,114,159,S,,18,,62,86,,12,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,,S
15K136,269,,,,,,118,88,63,,,,,,23,204,9,S,28,S,70,95,6,23,S,,,,,,S,S,S,,,,,,,S,S,S,S,S,S,S,S,S
15K146,335,57,71,60,70,77,,,,,,,,S,S,64,34,68,145,,103,8,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
15K154,299,58,T,72,T,64,,,,,,,,,34,32,12,18,203,,77,6,S,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
15K169,595,131,103,129,119,113,,,,,,,,S,415,156,S,S,17,,145,310,,35,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
15K172,197,45,48,41,24,39,,,,,,,,S,21,136,S,S,31,S,57,47,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
15K230,667,136,120,147,124,140,,,,,,,,S,314,230,19,T,88,S,128,183,S,78,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
15K261,306,68,59,60,44,75,,,,,,,,S,S,55,46,25,157,,53,13,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
15K295,180,36,33,39,37,35,,,,,,,,S,18,T,T,10,67,,63,22,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
15K321,908,178,188,187,177,178,,,,,,,,T,74,53,19,102,T,S,144,11,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
15K418,168,T,T,T,T,T,,,,,,,,S,27,24,T,8,T,,16,S,,,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,
15K423,58,,,,,,,,,9,16,25,8,,S,16,34,S,S,,23,S,S,S,S,,,,,,,,,S,S,S,S,,,S,S,S,S,,S,S,S,S
15K429,154,,,,,,,,,40,45,42,27,S,S,74,56,S,12,S,35,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
15K442,140,,,,,,63,47,30,,,,,S,6,22,10,17,85,S,41,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
15K443,190,,,,,,75,49,66,,,,,S,21,47,12,S,100,S,25,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
15K447,207,,,,,S,79,65,63,,,,,,29,29,16,S,122,S,64,S,S,S,S,,,,,S,S,S,S,,,,,,,S,S,S,S,S,S,S,S,S
15K448,220,,,,,,60,41,41,32,27,13,6,,11,43,49,S,104,S,42,S,S,6,S,,,,,,S,S,S,S,S,S,S,,,S,S,S,S,S,S,S,S,S
15K462,105,,,,,,,,,43,21,10,31,S,S,48,46,,7,S,25,7,S,7,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
15K463,113,,,,,,,,,54,31,18,10,S,T,69,22,S,T,S,27,47,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
15K464,156,,,,,,23,43,29,25,19,9,8,S,9,41,28,S,73,S,28,S,S,S,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
15K497,257,,,,,,79,39,61,32,12,23,11,S,S,48,39,26,134,S,46,S,S,S,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
15K516,203,49,31,38,40,45,,,,,,,,,S,150,S,S,33,,44,69,S,13,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
15K519,55,,,,,,,,,20,17,S,S,S,S,19,31,,S,S,9,9,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
15K529,133,,,,,,,,,,T,27,T,,S,101,T,S,15,,50,T,S,T,S,,,,,,,,,,S,S,S,,,S,S,S,S,,S,S,S,S
15K592,128,,,,,,,,,55,30,23,20,S,32,24,33,S,35,S,T,73,T,T,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
15K656,88,,,,,,,,,33,31,13,11,S,9,17,33,S,22,S,16,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
15K667,608,,,,,,,,,228,142,117,121,S,106,403,34,S,57,S,108,133,8,33,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
15K676,55,T,T,T,T,T,,,,,,,,S,,18,32,S,S,,26,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
15K684,180,,,,,,,,,44,59,46,31,S,34,17,S,S,97,15,39,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
15K698,45,,,,,,,,,S,S,12,22,S,S,24,14,S,S,,17,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
15K821,213,,,,,,79,67,67,,,,,S,24,161,S,S,20,,50,58,S,12,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
15K839,228,,,,,,85,70,73,,,,,S,28,47,16,13,119,S,60,14,S,8,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
15K896,54,T,21,T,,,,,,,,,,,26,21,S,S,S,S,14,28,,S,S,S,S,S,,,,,,,,,,,,S,S,S,S,S,S,S,,S
16K005,132,T,T,T,T,T,,,,,,,,S,S,24,103,S,S,,45,T,8,18,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
16K021,243,39,48,56,47,53,,,,,,,,S,S,38,201,S,S,,66,8,6,7,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
16K025,49,T,T,T,T,T,,,,,,,,S,S,17,26,S,S,,T,T,T,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
16K026,92,16,T,17,21,T,,,,,,,,S,S,27,55,S,7,,30,6,T,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
16K035,74,,,,,,22,26,26,,,,,S,S,S,57,,S,,26,S,S,T,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
16K040,138,20,42,32,23,21,,,,,,,,S,S,33,94,S,S,,32,16,11,12,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
16K057,74,,,,,,28,25,21,,,,,S,S,18,45,,S,,25,T,T,T,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
16K081,97,18,23,20,20,16,,,,,,,,S,S,33,55,S,S,,32,T,12,13,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
16K243,58,11,9,8,13,17,,,,,,,,S,S,S,45,,S,,19,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
16K262,79,15,T,T,T,T,,,,,,,,S,S,11,62,S,S,,T,T,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
16K267,73,,,,,,28,24,21,,,,,S,S,S,47,S,S,,21,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
16K308,132,T,T,12,12,T,T,19,T,,,,,S,S,28,93,S,S,,42,T,10,11,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
16K309,36,7,S,S,7,12,,,,,,,,,S,16,18,S,S,,11,S,S,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
16K335,82,14,16,17,16,19,,,,,,,,S,,20,59,S,S,,24,T,10,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
16K455,121,,,,,,,,,40,33,15,33,S,S,24,93,S,S,S,39,S,11,7,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
16K498,247,,,,,,,,,81,77,43,46,S,14,88,140,S,S,S,37,16,8,9,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
16K627,49,S,12,11,13,S,,,,,,,,S,S,18,23,S,S,,14,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
16K628,126,27,30,25,22,22,,,,,,,,S,S,16,89,S,16,,25,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
16K669,71,,,,,,,,,,S,38,S,S,S,15,56,S,S,,32,S,S,S,S,,,,,,,,,,S,S,S,S,S,S,S,S,S,,S,S,S,S
16K681,129,,,,,,26,52,51,,,,,S,S,43,78,S,T,,40,12,6,9,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
16K688,43,,,,,,,,,24,10,S,S,S,T,14,22,,S,S,9,7,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
